Date,ClientIP,ClientCity,TestServer,Throughput,RTTMean,RTTVar,RTTMin,Loss
2022-09-08,2804:1e78:601:15b0:bd9d:50e7:ed2c:1454,Rio das Ostras,gig04,11.24,9,0,7,22.3
2022-09-08,2804:5bc:9032:1100:8ec:87b3:c3c0:448e,Nova Friburgo,gig01,4.97,14,2,9,22.3
2022-09-08,187.63.4.22,Armacao de Buzios,gig04,6.36,24,12,8,9.9
2022-09-08,187.63.14.14,Arraial do Cabo,gig03,44.52,27,3,12,1.6
2022-09-08,187.63.4.50,Armacao de Buzios,gig04,3.31,11,3,7,20.0
2022-09-08,170.78.166.152,Armacao de Buzios,gig01,117.14,16,0,15,0.2
2022-09-08,177.107.236.115,Nova Friburgo,gig03,8.53,103,31,13,1.6
2022-09-08,187.63.15.96,Teresopolis,gig03,38.43,78,1,14,0.1
2022-09-08,2804:1e78:601:15b0:bd9d:50e7:ed2c:1454,Rio das Ostras,gig04,10.73,35,4,7,23.8
2022-09-08,189.1.56.151,Nova Friburgo,gig04,15.5,60,3,7,7.6
2022-09-08,2804:5bc:4022:9f0:91aa:4e9d:ee6f:a7c4,Nova Friburgo,gig01,3.0,38,22,8,23.3
2022-09-08,2804:5bc:9032:40::c36,Nova Friburgo,gig04,91.52,15,0,5,0.0
2022-09-08,189.1.57.159,Rio de Janeiro,gig04,561.65,16,0,5,1.0
2022-09-08,2804:1e78:90a:3520:196:eff:f255:3310,Quissama,gig04,1.15,30,22,12,20.7
2022-09-08,2804:5bc:9032:1100:8ec:87b3:c3c0:448e,Nova Friburgo,gig02,10.13,417,5,7,3.7
2022-09-08,2804:5bc:9032:1100:8ec:87b3:c3c0:448e,Nova Friburgo,gig03,5.09,32,2,16,2.4
2022-09-08,2804:1e78:1103:9af0:9cde:107f:43c7:9a78,Niterói,gig03,71.81,146,0,11,1.8
2022-09-08,189.1.54.153,Nova Friburgo,gig04,5.07,465,97,30,0.2
2022-09-08,187.63.4.150,Armacao de Buzios,gig01,210.77,21,0,21,13.2
2022-09-08,187.63.13.106,Armacao de Buzios,gig01,218.36,56,0,20,3.4
2022-09-08,131.221.211.189,Teresopolis,gig02,2.98,192,1,127,14.1
2022-09-08,187.63.13.221,Armacao de Buzios,gig03,60.34,29,1,13,8.1
2022-09-08,189.1.54.153,Nova Friburgo,gig04,0.89,104,38,10,0.3
2022-09-08,187.63.14.5,Arraial do Cabo,gig03,240.73,17,0,12,6.0
2022-09-08,187.63.13.106,Armacao de Buzios,gig03,181.28,37,1,12,3.8
2022-09-08,2804:5bc:4027:d40:75d8:5cbc:7e96:fe96,Nova Friburgo,gig04,0.46,11,4,7,34.8
2022-09-08,189.1.54.153,Nova Friburgo,gig01,218.43,21,1,19,21.6
2022-09-08,189.1.57.52,Rio de Janeiro,gig01,4.57,118,1,19,5.2
2022-09-08,177.107.228.141,Nova Friburgo,gig02,146.75,110,1,107,2.5
2022-09-08,187.63.15.43,Teresopolis,gig03,15.78,27,2,12,10.6
2022-09-08,187.63.9.186,Cabo Frio,gig04,85.99,12,1,7,6.3
2022-09-08,187.63.14.222,Arraial do Cabo,gig03,86.04,17,1,13,10.5
2022-09-08,189.1.54.153,Nova Friburgo,gig01,1.25,269,153,36,15.7
2022-09-08,187.63.13.26,Armacao de Buzios,gig04,93.83,20,1,6,0.0
2022-09-08,187.63.13.26,Armacao de Buzios,gig01,93.22,45,1,19,0.5
2022-09-08,2804:5bc:400b:46b0:c50c:95b6:465a:739a,Nova Friburgo,gig03,38.33,43,1,13,0.9
2022-09-08,2804:1e78:60d:16a0:44f1:e0db:a851:6c8b,Rio das Ostras,gig04,89.62,16,0,6,0.3
2022-09-08,2804:1e78:1103:3a0:44f3:7138:5494:1cd,Niterói,gig02,1.41,143,20,124,7.2
2022-09-08,187.63.4.150,Armacao de Buzios,gig01,202.99,21,0,21,12.9
2022-09-08,170.78.164.252,Rio das Ostras,gig03,93.18,32,0,12,3.9
2022-09-08,187.63.14.5,Arraial do Cabo,gig03,275.96,33,1,12,1.9
2022-09-08,131.221.208.63,Campos dos Goytacazes,gig03,16.86,18,0,15,1.2
2022-09-08,170.78.166.155,Armacao de Buzios,gig03,21.57,59,3,18,0.1
2022-09-08,2804:5bc:400f:18e0:191b:a3fb:e78:da3b,Nova Friburgo,gig04,14.03,6,0,5,20.0
2022-09-08,187.63.4.150,Armacao de Buzios,gig02,39.94,128,0,127,38.5
2022-09-08,2804:5bc:9032:1100:8ec:87b3:c3c0:448e,Nova Friburgo,gig03,7.71,40,1,16,9.5
2022-09-08,2804:1e78:601:15b0:bd9d:50e7:ed2c:1454,Rio das Ostras,gig04,11.51,25,1,7,21.9
2022-09-08,189.1.54.153,Nova Friburgo,gig01,1.17,77,23,28,3.4
2022-09-08,177.107.231.192,Nova Friburgo,gig01,8.7,183,11,16,0.5
2022-09-08,187.63.4.150,Armacao de Buzios,gig04,157.54,6,0,6,14.2
2022-09-08,189.1.56.151,Nova Friburgo,gig04,6.26,381,4,7,12.5
2022-09-08,187.63.13.88,Armacao de Buzios,gig04,257.44,27,1,7,0.0
2022-09-08,2804:5bc:9032:1100:1049:f147:6cd0:ecb7,Nova Friburgo,gig03,3.82,21,3,13,14.6
2022-09-08,187.63.14.224,Arraial do Cabo,gig04,17.53,36,4,8,3.6
2022-09-08,131.221.208.179,Campos dos Goytacazes,gig04,47.29,14,0,9,7.8
2022-09-08,170.78.164.252,Rio das Ostras,gig04,70.21,9,0,7,8.1
2022-09-08,187.63.13.106,Armacao de Buzios,gig02,83.44,132,2,127,1.9
2022-09-08,2804:1e78:1104:5c0:1169:43bc:f3c2:3c4d,Niterói,gig02,91.34,12,0,3,0.9
2022-09-08,2804:5bc:9032:1100:8ec:87b3:c3c0:448e,Nova Friburgo,gig02,0.06,191,205,83,0.0
2022-09-08,2804:1e78:60d:16a0:44f1:e0db:a851:6c8b,Rio das Ostras,gig04,88.73,14,0,6,0.1
2022-09-08,2804:5bc:9032:1100:8ec:87b3:c3c0:448e,Nova Friburgo,gig02,3.25,842,42,7,6.2
2022-09-08,189.84.252.225,Armacao de Buzios,gig04,369.09,11,0,6,0.9
2022-09-08,2804:1e78:60d:16a0:44f1:e0db:a851:6c8b,Rio das Ostras,gig02,91.03,12,0,5,0.0
2022-09-08,189.1.54.153,Nova Friburgo,gig02,1.91,424,49,152,3.9
2022-09-08,187.63.13.25,Armacao de Buzios,gig04,11.91,65,4,7,12.3
2022-09-08,187.63.13.26,Armacao de Buzios,gig02,76.64,134,0,127,5.2
2022-09-08,2804:1e78:60d:16a0:ccb:5ec:5f0c:3d5c,Rio das Ostras,gig04,72.14,11,0,6,4.4
2022-09-08,187.63.14.222,Arraial do Cabo,gig02,58.59,133,2,128,6.0
2022-09-08,189.1.54.153,Nova Friburgo,gig01,6.57,1334,74,26,2.9
2022-09-08,170.78.164.252,Rio das Ostras,gig03,55.09,16,2,14,2.8
2022-09-08,187.63.12.21,Cabo Frio,gig04,393.83,7,0,5,5.6
2022-09-09,189.84.249.149,Nova Friburgo,gig02,22.12,236,3,126,8.2
2022-09-09,189.1.48.202,Carapebus,gig03,14.19,24,1,15,8.9
2022-09-09,177.107.236.115,Nova Friburgo,gig01,13.23,80,1,15,4.9
2022-09-09,187.63.4.150,Armacao de Buzios,gig02,2.95,428,39,129,0.6
2022-09-09,177.107.231.145,Nova Friburgo,gig01,55.04,21,1,14,11.3
2022-09-09,2804:5bc:4010:1140:a4bb:6081:4d42:e891,Nova Friburgo,gig03,51.51,16,0,15,9.9
2022-09-09,189.1.48.202,Carapebus,gig01,5.55,237,5,58,5.5
2022-09-09,2804:1e78:110a:3ea0:9c4a:5a38:4cad:562a,Niterói,gig04,47.13,6,0,4,21.8
2022-09-09,189.1.54.178,Nova Friburgo,gig01,113.87,36,0,22,0.0
2022-09-09,131.221.210.174,Teresopolis,gig01,3.0,37,2,17,16.6
2022-09-09,2804:1e78:308:320:bd5e:7027:2ab8:81b0,Campos dos Goytacazes,gig01,0.41,132,14,26,31.4
2022-09-09,187.63.15.97,Teresopolis,gig01,45.1,223,15,22,2.7
2022-09-09,177.107.236.115,Nova Friburgo,gig01,8.93,249,2,17,19.1
2022-09-09,2804:5bc:9042:480:dd2:989:31cc:90ac,Nova Friburgo,gig01,3.22,95,6,17,2.5
2022-09-09,2804:5bc:9038:960:3857:f1:56f5:428d,Nova Friburgo,gig01,1.15,18,6,8,29.0
2022-09-09,170.78.166.124,Teresopolis,gig02,18.79,130,1,127,5.8
2022-09-09,187.63.12.0,Cabo Frio,gig04,39.29,28,2,7,17.2
2022-09-09,187.63.14.231,Arraial do Cabo,gig03,2.62,42,17,15,1.2
2022-09-09,187.63.12.0,Cabo Frio,gig02,29.9,131,1,128,28.3
2022-09-09,177.107.236.115,Nova Friburgo,gig04,9.58,103,5,8,4.1
2022-09-09,189.1.54.153,Nova Friburgo,gig04,6.25,12,2,8,1.0
2022-09-09,189.1.56.156,Nova Friburgo,gig03,18.84,128,25,21,2.3
2022-09-09,2804:5bc:4010:1140:20ea:5147:9f0a:bd42,Nova Friburgo,gig04,5.74,6,0,5,24.4
2022-09-09,131.221.211.187,Teresopolis,gig02,105.91,129,1,126,0.0
2022-09-09,2804:5bc:9038:960:3857:f1:56f5:428d,Nova Friburgo,gig01,1.71,14,2,8,36.7
2022-09-09,187.63.13.59,Armacao de Buzios,gig02,9.34,132,1,128,16.2
2022-09-09,187.63.14.47,Arraial do Cabo,gig01,88.2,68,0,23,0.0
2022-09-09,189.1.54.178,Nova Friburgo,gig03,143.9,47,1,12,1.0
2022-09-09,189.1.54.178,Nova Friburgo,gig01,149.58,44,0,22,0.0
2022-09-09,2804:5bc:4000:16f0:3857:f1:56f5:428d,Nova Friburgo,gig02,38.08,33,1,6,7.2
2022-09-09,2804:1e78:308:320:bd5e:7027:2ab8:81b0,Campos dos Goytacazes,gig01,3.35,185,7,13,4.7
2022-09-09,187.63.12.0,Cabo Frio,gig01,35.93,28,1,25,25.0
2022-09-09,189.1.56.156,Nova Friburgo,gig02,55.47,142,0,125,10.1
2022-09-09,2804:5bc:4027:250:1480:fdbc:65a4:9b1b,Nova Friburgo,gig01,47.26,30,0,8,3.8
2022-09-09,170.78.166.155,Armacao de Buzios,gig01,26.21,63,1,14,5.9
2022-09-09,170.78.167.21,Niterói,gig01,175.14,29,0,17,0.4
2022-09-09,187.63.4.150,Armacao de Buzios,gig04,239.91,7,0,6,10.9
2022-09-09,187.63.14.255,Arraial do Cabo,gig02,0.17,887,654,322,0.0
2022-09-09,177.107.236.115,Nova Friburgo,gig04,21.59,39,1,7,2.6
2022-09-09,2804:5bc:9042:480:dd2:989:31cc:90ac,Nova Friburgo,gig04,2.41,29,8,10,7.3
2022-09-09,2804:5bc:4027:250:1480:fdbc:65a4:9b1b,Nova Friburgo,gig02,12.63,25,4,8,0.9
2022-09-09,189.1.54.178,Nova Friburgo,gig03,76.1,66,3,12,3.0
2022-09-09,187.63.0.222,Armacao de Buzios,gig04,67.69,17,1,10,8.3
2022-09-09,177.107.231.35,Nova Friburgo,gig02,40.82,268,1,128,12.5
2022-09-09,170.78.164.126,Sumidouro,gig03,49.74,22,4,18,0.0
2022-09-09,187.63.13.76,Armacao de Buzios,gig01,0.44,166,9,26,8.2
2022-09-09,187.63.12.167,Cabo Frio,gig01,164.23,173,0,22,0.1
2022-09-09,187.63.13.239,Armacao de Buzios,gig03,262.08,20,0,12,1.6
2022-09-09,187.63.9.250,Cabo Frio,gig03,17.09,23,2,16,16.0
2022-09-09,2804:1e78:308:320:bd5e:7027:2ab8:81b0,Campos dos Goytacazes,gig01,3.94,44,3,14,9.3
2022-09-09,2804:1e78:1102:cd00:912b:7a0e:893a:47dc,Niterói,gig02,18.49,36,2,5,0.4
2022-09-09,187.63.14.12,Arraial do Cabo,gig02,38.85,147,5,129,7.8
2022-09-09,187.63.12.150,Cabo Frio,gig03,60.39,29,2,13,7.0
2022-09-09,177.107.236.115,Nova Friburgo,gig01,19.39,405,1,16,6.5
2022-09-09,189.1.54.94,Rio de Janeiro,gig02,31.99,134,1,128,15.0
2022-09-09,177.107.236.115,Nova Friburgo,gig01,2.66,499,5,18,13.0
2022-09-09,170.78.167.21,Niterói,gig04,181.78,29,2,7,7.5
2022-09-09,177.107.236.115,Nova Friburgo,gig01,15.89,202,6,15,1.2
2022-09-09,2804:1e78:90a:1fc0:d5cf:6e:b1f4:f05b,Quissama,gig02,3.61,32,5,8,17.9
2022-09-09,187.63.12.167,Cabo Frio,gig01,192.7,109,1,20,1.4
2022-09-09,187.63.14.224,Arraial do Cabo,gig02,8.13,147,4,129,6.2
2022-09-09,187.63.12.0,Cabo Frio,gig04,72.64,11,1,8,13.3
2022-09-09,187.63.4.150,Armacao de Buzios,gig03,242.26,12,0,12,8.2
2022-09-09,2804:1e78:90a:1fc0:d5cf:6e:b1f4:f05b,Quissama,gig01,1.85,29,1,11,29.7
2022-09-09,189.1.54.178,Nova Friburgo,gig02,57.19,130,0,127,0.5
2022-09-09,187.63.12.21,Cabo Frio,gig04,392.11,6,0,5,7.1
2022-09-09,189.1.54.178,Nova Friburgo,gig02,46.94,135,1,127,0.6
2022-09-09,189.84.248.246,Nova Friburgo,gig04,91.36,10,0,5,0.2
2022-09-09,2804:1e78:901:28a0:3d58:6246:55d0:2aa4,Quissama,gig03,24.52,61,3,21,5.7
2022-09-09,170.78.167.21,Niterói,gig01,22.04,46,1,17,0.0
2022-09-09,170.78.166.155,Armacao de Buzios,gig04,15.22,15,4,7,9.8
2022-09-09,187.63.15.44,Teresopolis,gig03,26.65,39,3,13,1.1
2022-09-09,187.63.4.150,Armacao de Buzios,gig01,209.2,20,0,19,9.6
2022-09-09,187.63.15.97,Teresopolis,gig04,80.04,31,1,7,8.3
2022-09-09,2804:5bc:400f:1930:99cc:ca84:7c31:f5fc,Nova Friburgo,gig01,20.76,89,1,8,7.0
2022-09-09,177.107.236.115,Nova Friburgo,gig04,23.1,57,2,7,2.0
2022-09-09,187.63.14.224,Arraial do Cabo,gig02,7.65,205,17,129,10.8
2022-09-09,187.63.14.47,Arraial do Cabo,gig03,133.77,28,2,14,0.3
2022-09-09,2804:5bc:400f:1930:99cc:ca84:7c31:f5fc,Nova Friburgo,gig01,14.86,14,1,8,9.3
2022-09-09,187.63.12.0,Cabo Frio,gig04,40.41,27,0,8,10.8
2022-09-09,177.107.236.115,Nova Friburgo,gig04,3.05,129,15,12,5.5
2022-09-09,177.107.236.115,Nova Friburgo,gig01,31.92,63,1,17,1.5
2022-09-09,189.1.53.57,Nova Friburgo,gig02,3.58,142,11,126,16.3
2022-09-09,187.63.12.0,Cabo Frio,gig03,36.39,38,32,13,9.7
2022-09-09,131.221.210.174,Teresopolis,gig03,27.6,14,0,13,18.2
2022-09-09,187.63.12.167,Cabo Frio,gig04,8.52,66,24,19,1.2
2022-09-09,187.63.14.168,Arraial do Cabo,gig01,87.74,35,0,26,5.2
2022-09-09,177.107.236.115,Nova Friburgo,gig04,26.15,39,2,8,3.7
2022-09-09,187.63.15.97,Teresopolis,gig02,43.23,149,1,127,12.9
2022-09-09,187.63.4.78,Armacao de Buzios,gig02,26.23,164,5,138,27.4
2022-09-09,189.1.54.178,Nova Friburgo,gig03,83.26,70,1,13,1.2
2022-09-09,177.107.239.148,Rio de Janeiro,gig02,10.1,667,8,128,2.4
2022-09-09,187.63.12.0,Cabo Frio,gig02,58.5,253,3,129,15.9
2022-09-09,2804:1e78:901:28a0:3d58:6246:55d0:2aa4,Quissama,gig02,30.47,43,7,10,2.7
2022-09-09,177.107.236.115,Nova Friburgo,gig01,27.98,30,1,14,6.5
2022-09-09,187.63.15.97,Teresopolis,gig02,47.37,132,1,127,14.5
2022-09-09,187.63.15.97,Teresopolis,gig04,42.85,76,1,7,0.1
2022-09-09,187.63.15.44,Teresopolis,gig04,41.42,15,0,8,2.5
2022-09-09,189.84.248.246,Nova Friburgo,gig03,91.44,26,0,12,0.0
2022-09-09,170.78.166.155,Armacao de Buzios,gig02,8.49,129,1,126,18.6
2022-09-09,187.63.12.144,Cabo Frio,gig03,79.01,19,1,13,0.3
2022-09-09,2804:1e78:1103:9fb0:8cda:e5e8:b398:ac41,Niterói,gig04,26.98,7,2,5,16.9
2022-09-09,189.1.59.48,Nova Friburgo,gig01,48.72,30,1,20,0.3
2022-09-09,177.107.254.201,Casimiro de Abreu,gig02,11.9,368,2,128,0.4
2022-09-09,187.63.12.0,Cabo Frio,gig01,80.42,37,0,22,7.6
2022-09-09,2804:5bc:4040:460:f87e:68a1:7b7b:7727,Nova Friburgo,gig02,129.39,27,2,6,2.7
2022-09-09,189.84.242.5,Nova Friburgo,gig03,137.6,16,0,12,10.6
2022-09-09,2804:5bc:400f:eb0:dd43:a151:7494:82f9,Nova Friburgo,gig04,34.82,6,0,5,18.6
2022-09-09,2804:1e78:1801:c80:ec7a:3686:354d:d49f,Teresopolis,gig01,29.58,143,1,9,0.5
2022-09-09,131.221.208.59,Campos dos Goytacazes,gig01,58.19,20,0,17,3.0
2022-09-09,187.63.12.0,Cabo Frio,gig04,72.44,10,1,8,14.8
2022-09-09,2804:1e78:60b:c50:75be:3216:7875:9aad,Rio das Ostras,gig04,34.11,275,22,9,1.7
2022-09-09,187.63.14.14,Arraial do Cabo,gig04,7.53,17,3,8,8.6
2022-09-09,170.78.167.21,Niterói,gig02,57.86,129,0,127,0.0
2022-09-09,131.221.208.59,Campos dos Goytacazes,gig01,57.39,27,0,18,9.5
2022-09-09,189.1.48.202,Carapebus,gig01,8.15,48,2,32,6.1
2022-09-09,187.63.4.22,Armacao de Buzios,gig01,676.61,23,0,22,0.5
2022-09-09,177.107.236.115,Nova Friburgo,gig03,20.65,24,2,12,1.4
2022-09-09,170.78.167.21,Niterói,gig03,193.93,20,0,13,4.7
2022-09-09,187.63.4.150,Armacao de Buzios,gig04,6.28,50,11,8,0.3
2022-09-09,189.84.248.212,Nova Friburgo,gig01,26.82,56,1,20,13.2
2022-09-09,187.63.12.0,Cabo Frio,gig03,35.14,18,1,13,22.8
2022-09-09,189.84.249.29,Rio das Ostras,gig03,265.42,76,0,13,6.2
2022-09-09,189.1.48.202,Carapebus,gig02,8.09,176,7,131,13.4
2022-09-09,2804:5bc:9032:1100:6cb1:416f:7bcd:1d06,Nova Friburgo,gig01,3.33,1329,11,10,7.0
2022-09-09,2804:1e78:308:320:bd5e:7027:2ab8:81b0,Campos dos Goytacazes,gig04,1.1,394,54,90,9.4
2022-09-09,187.63.15.74,Teresopolis,gig01,2.89,174,35,20,18.5
2022-09-09,187.63.12.0,Cabo Frio,gig04,108.66,17,1,8,15.0
2022-09-09,177.107.236.115,Nova Friburgo,gig01,25.62,38,1,17,2.1
2022-09-09,187.63.13.239,Armacao de Buzios,gig04,180.59,8,0,6,0.4
2022-09-09,2804:5bc:9042:480:dd2:989:31cc:90ac,Nova Friburgo,gig02,8.77,31,2,6,0.9
2022-09-09,187.63.15.70,Teresopolis,gig03,48.0,34,1,13,0.3
2022-09-09,187.63.4.150,Armacao de Buzios,gig01,212.29,20,0,19,11.9
2022-09-09,187.63.14.12,Arraial do Cabo,gig04,90.77,15,0,8,6.6
2022-09-09,170.78.164.230,Rio das Ostras,gig04,92.04,18,3,9,0.0
2022-09-09,2804:5bc:9039:11c0:f928:65c3:8cd8:d92e,Nova Friburgo,gig02,27.97,21,2,7,0.0
2022-09-09,177.107.236.115,Nova Friburgo,gig03,11.86,105,1,13,5.2
2022-09-09,187.63.4.150,Armacao de Buzios,gig01,203.24,24,0,23,15.8
2022-09-09,170.78.166.149,Armacao de Buzios,gig01,13.34,42,8,20,5.9
2022-09-09,177.107.236.115,Nova Friburgo,gig02,9.48,131,2,127,2.2
2022-09-09,177.107.236.115,Nova Friburgo,gig01,16.6,81,6,18,6.8
2022-09-09,187.63.12.144,Cabo Frio,gig03,75.34,16,1,13,0.8
2022-09-09,170.78.164.230,Rio das Ostras,gig03,89.89,60,0,19,2.4
2022-09-09,187.63.15.43,Teresopolis,gig04,22.86,1234,2,8,2.2
2022-09-09,187.63.12.0,Cabo Frio,gig04,62.59,11,1,7,13.7
2022-09-10,2804:5bc:4022:670:99cc:ca84:7c31:f5fc,Nova Friburgo,gig01,9.84,15,1,8,19.5
2022-09-10,2804:5bc:4029:6e0:befb:ace8:47e:910c,Nova Friburgo,gig02,90.94,20,1,6,0.2
2022-09-10,177.107.245.6,Rio das Ostras,gig04,35.24,20,1,7,5.9
2022-09-10,187.63.14.179,Arraial do Cabo,gig02,1.96,134,2,127,8.2
2022-09-10,189.84.253.74,Armacao de Buzios,gig02,0.3,250,32,129,26.7
2022-09-10,131.221.208.59,Campos dos Goytacazes,gig02,19.07,156,1,131,16.7
2022-09-10,187.63.13.200,Armacao de Buzios,gig03,74.51,85,1,14,8.4
2022-09-10,187.63.11.10,Cabo Frio,gig04,84.73,23,1,8,4.1
2022-09-10,2804:5bc:400b:44e0:8873:710a:dd9e:789b,Nova Friburgo,gig02,38.95,46,1,5,0.4
2022-09-10,2804:5bc:9040:1980:4950:5211:bc96:a9d9,Nova Friburgo,gig04,40.37,13,3,6,18.0
2022-09-10,2804:5bc:9040:1980:4950:5211:bc96:a9d9,Nova Friburgo,gig03,53.93,124,2,13,2.4
2022-09-10,2804:1e78:60d:12f0:8c4e:64f8:d8f4:c142,Rio das Ostras,gig04,7.66,9,1,7,19.4
2022-09-10,2804:5bc:400f:1930:99cc:ca84:7c31:f5fc,Nova Friburgo,gig02,23.79,23,2,5,0.0
2022-09-10,2804:5bc:4021:30:c041:b09c:4cfd:3bfd,Nova Friburgo,gig01,47.42,8,1,7,17.0
2022-09-10,189.84.246.132,Nova Friburgo,gig04,57.74,31,1,8,8.5
2022-09-10,189.1.53.218,Nova Friburgo,gig03,7.04,130,2,16,0.6
2022-09-10,189.84.246.132,Nova Friburgo,gig04,3.83,169,21,16,1.4
2022-09-10,2804:1e78:602:320:cde2:e21e:fbb1:b164,Rio das Ostras,gig04,59.36,8,0,7,9.4
2022-09-10,170.78.166.255,Rio de Janeiro,gig03,14.57,173,39,14,3.8
2022-09-10,2804:5bc:401a:b90:84c3:3671:1eb4:3ae7,Nova Friburgo,gig01,0.41,15,7,9,26.2
2022-09-10,189.1.48.202,Carapebus,gig02,12.24,135,1,127,10.5
2022-09-10,2804:5bc:4012:1800:4cba:4012:4425:2ad7,Nova Friburgo,gig03,65.18,106,16,12,8.4
2022-09-10,2804:5bc:401a:b90:84c3:3671:1eb4:3ae7,Nova Friburgo,gig03,10.88,21,4,15,1.6
2022-09-10,189.84.246.132,Nova Friburgo,gig04,28.47,68,4,9,4.9
2022-09-10,189.84.249.148,Nova Friburgo,gig04,32.9,31,2,7,0.1
2022-09-10,187.63.13.200,Armacao de Buzios,gig03,61.71,90,18,18,10.7
2022-09-10,131.221.208.59,Campos dos Goytacazes,gig03,61.66,60,2,18,0.0
2022-09-10,2804:5bc:9043:b50:bde4:b63b:4cd9:b94,Nova Friburgo,gig02,24.79,18,2,7,3.8
2022-09-10,187.63.14.224,Arraial do Cabo,gig01,16.05,118,2,27,1.1
2022-09-10,2804:5bc:4022:1820:ddc1:7fea:4c9c:48a8,Nova Friburgo,gig03,60.24,20,1,12,5.5
2022-09-10,187.63.13.239,Armacao de Buzios,gig04,229.32,16,1,7,1.6
2022-09-10,187.63.13.200,Armacao de Buzios,gig03,85.94,71,5,19,7.7
2022-09-10,187.63.15.100,Teresopolis,gig02,11.67,241,1,126,0.9
2022-09-10,131.221.208.147,Campos dos Goytacazes,gig04,38.97,26,1,10,2.2
2022-09-10,189.84.243.30,Nova Friburgo,gig04,289.24,9,0,5,6.4
2022-09-10,187.63.15.241,Teresopolis,gig03,41.94,51,1,14,1.4
2022-09-10,189.84.246.132,Nova Friburgo,gig02,74.1,143,4,126,6.4
2022-09-10,131.221.208.59,Campos dos Goytacazes,gig02,44.88,162,2,130,4.2
2022-09-10,2804:1e78:1102:c490:9410:f877:e25c:99c7,Niterói,gig03,6.37,16,1,12,8.7
2022-09-10,170.78.164.126,Sumidouro,gig04,35.31,151,1,7,0.1
2022-09-10,187.63.14.179,Arraial do Cabo,gig04,106.64,27,0,8,0.6
2022-09-10,177.107.253.113,Casimiro de Abreu,gig04,44.54,31,2,7,0.0
2022-09-10,2804:1e78:1103:9fb0:8cda:e5e8:b398:ac41,Niterói,gig04,41.73,6,1,5,9.7
2022-09-10,2804:5bc:4029:6e0:b1c3:2610:e6c0:82cc,Nova Friburgo,gig04,57.89,33,1,7,8.5
2022-09-10,187.63.14.231,Arraial do Cabo,gig03,5.9,239,9,208,15.2
2022-09-10,170.78.165.28,Itaperuna,gig01,0.12,762,209,516,1.4
2022-09-10,187.63.13.200,Armacao de Buzios,gig03,62.65,311,16,15,8.6
2022-09-10,187.63.12.150,Cabo Frio,gig04,78.27,20,0,7,7.4
2022-09-10,2804:5bc:400a:1e70:197d:ceac:301e:ec4e,Nova Friburgo,gig03,33.91,56,1,13,4.9
2022-09-10,187.63.13.239,Armacao de Buzios,gig03,207.78,22,0,12,2.1
2022-09-10,187.63.13.179,Armacao de Buzios,gig03,35.19,111,1,14,2.6
2022-09-10,187.63.12.54,Cabo Frio,gig04,84.28,13,4,6,13.0
2022-09-10,187.63.15.138,Teresopolis,gig03,93.03,30,0,11,0.0
2022-09-10,2804:5bc:9040:1400:705f:5960:79f6:2d8c,Nova Friburgo,gig04,31.17,12,1,6,21.7
2022-09-10,187.63.15.164,Teresopolis,gig01,36.65,52,1,24,21.2
2022-09-10,189.84.246.132,Nova Friburgo,gig04,2.05,31,6,12,4.6
2022-09-10,189.84.246.132,Nova Friburgo,gig04,37.49,90,16,8,7.5
2022-09-10,187.63.15.47,Teresopolis,gig04,18.58,249,4,7,0.1
2022-09-10,187.63.15.44,Teresopolis,gig04,36.38,75,2,7,2.1
2022-09-10,187.63.15.44,Teresopolis,gig01,28.81,95,1,20,3.0
2022-09-10,189.84.246.132,Nova Friburgo,gig01,16.44,42,10,23,13.8
2022-09-10,2804:1e78:1103:8090:5834:d7d2:4ba2:8342,Niterói,gig03,43.49,21,0,13,14.1
2022-09-10,189.1.53.194,Nova Friburgo,gig02,56.49,136,0,126,2.6
2022-09-10,131.221.208.59,Campos dos Goytacazes,gig03,57.82,23,0,15,3.3
2022-09-10,2804:5bc:9038:1730:9076:5d69:7422:3b96,Nova Friburgo,gig01,15.14,38,8,8,18.6
2022-09-10,187.63.13.239,Armacao de Buzios,gig02,124.0,129,0,127,3.7
2022-09-10,2804:5bc:9038:1730:9076:5d69:7422:3b96,Nova Friburgo,gig03,7.85,72,4,14,7.0
2022-09-10,2804:5bc:401a:b90:84c3:3671:1eb4:3ae7,Nova Friburgo,gig02,20.25,32,4,6,0.3
2022-09-10,187.63.15.198,Teresopolis,gig02,25.8,138,6,129,8.4
2022-09-10,2804:1e78:1103:8790:898c:585f:f20a:7a46,Niterói,gig01,5.81,50,29,7,21.9
2022-09-10,187.63.13.239,Armacao de Buzios,gig04,256.67,19,0,7,2.9
2022-09-10,2804:5bc:9038:1730:dd66:f8e4:9551:44b4,Nova Friburgo,gig01,1.01,21,10,11,24.2
2022-09-10,187.63.13.200,Armacao de Buzios,gig03,83.21,41,2,18,10.8
2022-09-10,189.84.246.132,Nova Friburgo,gig04,1.17,487,7,48,0.3
2022-09-10,187.63.14.228,Arraial do Cabo,gig01,39.58,68,1,24,0.0
2022-09-10,170.78.166.100,Teresopolis,gig04,40.75,23,1,7,4.3
2022-09-10,187.63.14.154,Arraial do Cabo,gig03,134.83,28,0,16,13.7
2022-09-10,187.63.14.151,Arraial do Cabo,gig01,0.79,375,54,30,0.3
2022-09-10,170.78.167.21,Niterói,gig03,159.53,18,1,14,1.8
