Date,ClientIP,ClientCity,TestServer,Throughput,RTTMean,RTTVar,RTTMin,Loss
2022-09-01,2804:5bc:9039:1100:81f4:c232:f9ac:1147,Nova Friburgo,gig01,248.61,26,0,9,1.6
2022-09-01,2804:1e78:401:480:6cbb:2fb4:4ac2:47f7,Rio das Ostras,gig02,89.79,26,0,9,0.3
2022-09-01,187.63.13.36,Armacao de Buzios,gig01,37.18,142,4,21,0.3
2022-09-01,170.78.166.181,Armacao de Buzios,gig01,26.15,145,37,15,12.3
2022-09-01,187.63.14.74,Arraial do Cabo,gig04,18.56,14,4,8,6.3
2022-09-01,187.63.13.129,Armacao de Buzios,gig01,35.96,49,1,23,0.0
2022-09-01,187.63.12.5,Cabo Frio,gig03,49.25,35,3,14,0.8
2022-09-01,2804:5bc:9033:c50:c9d7:e66f:2fcb:853e,Nova Friburgo,gig03,91.57,30,0,11,0.2
2022-09-01,187.63.14.219,Arraial do Cabo,gig02,118.05,133,1,128,6.9
2022-09-01,187.63.12.31,Cabo Frio,gig01,32.98,26,2,20,0.7
2022-09-01,189.1.53.133,Nova Friburgo,gig02,107.41,132,1,127,0.1
2022-09-01,170.78.166.149,Armacao de Buzios,gig03,54.34,77,0,13,4.5
2022-09-01,187.63.13.110,Armacao de Buzios,gig02,1.38,164,37,129,0.0
2022-09-01,187.63.14.195,Cabo Frio,gig03,73.94,28,3,14,10.1
2022-09-01,2804:1e78:1101:270:7060:ad25:3d4c:10aa,Nova Friburgo,gig01,56.65,26,2,8,8.4
2022-09-01,2804:5bc:4021:14c0:89df:7abe:f181:5547,Nova Friburgo,gig03,92.68,32,1,11,0.3
2022-09-01,170.78.166.241,Armacao de Buzios,gig03,275.45,31,0,12,0.1
2022-09-01,2804:1e78:603:15b0::a1d,Rio das Ostras,gig04,2.5,108,18,10,5.8
2022-09-01,187.63.14.219,Arraial do Cabo,gig02,116.89,133,0,128,7.5
2022-09-01,170.78.166.181,Armacao de Buzios,gig03,31.7,94,1,14,15.8
2022-09-01,187.63.14.158,Arraial do Cabo,gig03,43.66,266,4,14,0.0
2022-09-01,187.63.13.239,Armacao de Buzios,gig01,212.76,57,0,20,4.3
2022-09-01,2804:5bc:4018:ee0:642d:6a58:650b:3d8,Nova Friburgo,gig03,28.84,36,1,12,0.2
2022-09-01,170.78.166.241,Armacao de Buzios,gig03,299.18,37,0,12,0.0
2022-09-01,2804:5bc:9038:1940:2c65:1a64:e7a5:2f74,Nova Friburgo,gig03,49.67,25,1,12,1.5
2022-09-01,170.78.166.149,Armacao de Buzios,gig02,60.11,274,3,128,2.0
2022-09-01,2804:5bc:9020:8a0:b86b:bd9f:d83f:c9a1,Nova Friburgo,gig04,92.09,19,1,6,0.0
2022-09-01,187.63.12.86,Cabo Frio,gig01,148.41,23,1,20,9.4
2022-09-01,2804:5bc:9039:870:e92d:14d8:4642:c265,Nova Friburgo,gig03,44.4,25,0,14,10.0
2022-09-01,189.84.242.213,Nova Friburgo,gig04,16.25,164,2,7,5.8
2022-09-01,187.63.15.123,Teresopolis,gig03,165.74,23,0,12,0.3
2022-09-01,187.63.13.239,Armacao de Buzios,gig02,120.64,130,1,128,4.2
2022-09-01,170.78.166.241,Armacao de Buzios,gig02,17.22,126,0,126,0.4
2022-09-01,170.78.166.230,Armacao de Buzios,gig01,7.81,33,2,20,10.4
2022-09-01,170.78.166.181,Armacao de Buzios,gig04,8.5,52,59,8,18.0
2022-09-01,170.78.166.244,Armacao de Buzios,gig04,22.6,37,2,9,0.0
2022-09-01,170.78.166.181,Armacao de Buzios,gig03,16.02,38,38,14,17.1
2022-09-01,2804:1e78:703:1c0:1ca0:b9a9:452f:ae86,Rio das Ostras,gig01,2.12,65,4,12,3.7
2022-09-01,170.78.166.181,Armacao de Buzios,gig01,30.13,73,1,15,12.0
2022-09-01,189.84.248.250,Nova Friburgo,gig04,74.12,38,1,8,9.1
2022-09-01,2804:5bc:4012:420:9c78:3ace:f0f5:b1c3,Nova Friburgo,gig02,30.61,26,2,6,0.8
2022-09-01,170.78.166.181,Armacao de Buzios,gig01,22.75,32,4,18,13.2
2022-09-01,170.78.166.181,Armacao de Buzios,gig03,23.03,94,1,14,10.9
2022-09-01,170.78.166.149,Armacao de Buzios,gig03,48.64,15,0,13,16.7
2022-09-01,170.78.166.181,Armacao de Buzios,gig03,21.05,59,5,13,15.6
2022-09-01,187.63.13.166,Armacao de Buzios,gig01,50.1,61,1,24,6.1
2022-09-01,170.78.166.181,Armacao de Buzios,gig04,14.92,29,1,8,10.8
2022-09-01,187.63.4.150,Armacao de Buzios,gig01,203.8,22,0,22,12.4
2022-09-01,187.63.14.146,Arraial do Cabo,gig02,26.47,152,5,129,5.6
2022-09-01,187.63.13.166,Armacao de Buzios,gig04,433.97,22,0,7,0.0
2022-09-01,187.63.14.231,Arraial do Cabo,gig03,61.35,23,2,14,9.0
2022-09-01,187.63.4.78,Armacao de Buzios,gig03,37.23,51,2,24,14.9
2022-09-01,187.63.12.157,Cabo Frio,gig01,19.3,24,4,20,12.0
2022-09-01,187.63.14.74,Arraial do Cabo,gig02,0.44,400,40,148,0.0
2022-09-01,170.78.166.181,Armacao de Buzios,gig03,16.43,52,8,13,15.6
2022-09-01,170.78.166.241,Armacao de Buzios,gig02,90.75,130,0,126,0.0
2022-09-01,187.63.4.150,Armacao de Buzios,gig01,25.94,42,9,21,2.6
2022-09-01,189.84.253.205,Armacao de Buzios,gig02,4.57,133,1,130,12.7
2022-09-01,170.78.167.12,Niterói,gig02,33.16,292,3,128,5.1
2022-09-01,187.63.13.129,Armacao de Buzios,gig04,86.59,8,1,7,7.4
2022-09-01,170.78.166.244,Armacao de Buzios,gig04,88.29,10,1,8,8.1
2022-09-01,2804:5bc:4050:3f0:15b8:db83:1106:c87c,Nova Friburgo,gig01,47.13,25,1,10,8.6
2022-09-01,189.1.53.57,Nova Friburgo,gig01,2.85,97,4,20,1.3
2022-09-01,187.63.14.231,Arraial do Cabo,gig01,84.48,32,1,26,7.0
2022-09-01,189.1.53.57,Nova Friburgo,gig03,3.89,59,3,14,4.3
2022-09-01,170.78.166.181,Armacao de Buzios,gig01,23.56,42,8,15,14.0
2022-09-01,2804:5bc:4021:14c0:4578:4a5d:b3b:b022,Nova Friburgo,gig04,92.89,18,0,6,0.1
2022-09-01,177.107.228.187,Nova Friburgo,gig01,191.04,44,0,14,0.0
2022-09-01,2804:1e78:1001:2290:4435:f91a:16b2:e6a4,Nova Friburgo,gig03,42.93,41,2,12,0.0
2022-09-01,187.63.13.166,Armacao de Buzios,gig03,160.06,15,0,13,6.7
2022-09-01,2804:5bc:4021:14c0:19e6:d736:60f5:6c72,Nova Friburgo,gig03,9.21,21,0,12,0.9
2022-09-01,187.63.14.195,Cabo Frio,gig03,85.24,24,1,14,6.6
2022-09-01,2804:5bc:9038:1940:2c65:1a64:e7a5:2f74,Nova Friburgo,gig02,52.15,21,1,6,1.9
2022-09-01,170.78.166.166,Armacao de Buzios,gig01,69.44,55,2,16,1.9
2022-09-01,170.78.166.181,Armacao de Buzios,gig01,26.08,43,4,15,16.6
2022-09-01,170.78.166.149,Armacao de Buzios,gig02,76.74,198,16,127,6.4
2022-09-01,2804:5bc:9040:1e20:35d8:6bd1:b96d:42f7,Nova Friburgo,gig04,180.44,23,0,6,0.6
2022-09-01,170.78.166.181,Armacao de Buzios,gig04,16.27,54,0,8,12.2
2022-09-01,187.63.12.137,Cabo Frio,gig04,7.28,16,1,8,8.8
2022-09-01,170.78.167.21,Niterói,gig03,192.41,15,1,13,5.4
2022-09-01,187.63.13.166,Armacao de Buzios,gig02,157.59,132,0,128,0.0
2022-09-01,187.63.13.110,Armacao de Buzios,gig04,31.13,22,1,8,7.3
2022-09-01,131.221.208.58,Campos dos Goytacazes,gig01,13.41,44,7,17,0.2
2022-09-01,170.78.166.181,Armacao de Buzios,gig01,24.82,39,1,15,16.0
2022-09-01,187.63.4.78,Armacao de Buzios,gig03,48.42,83,0,24,2.7
2022-09-01,170.78.166.181,Armacao de Buzios,gig03,22.82,46,1,13,8.7
2022-09-01,187.63.15.109,Teresopolis,gig03,67.23,15,1,12,6.5
2022-09-01,187.63.4.150,Armacao de Buzios,gig01,197.11,22,0,21,16.1
2022-09-01,187.63.13.166,Armacao de Buzios,gig01,315.51,26,1,22,3.2
2022-09-01,189.1.53.63,Nova Friburgo,gig03,44.37,23,1,12,7.1
2022-09-01,187.63.4.150,Armacao de Buzios,gig04,224.63,7,0,6,11.8
2022-09-01,2804:5bc:4000:760:98:745:9118:b4ea,Nova Friburgo,gig03,42.57,69,3,13,1.6
2022-09-01,2804:5bc:4012:1800:f468:8f59:4b9f:5956,Nova Friburgo,gig01,72.26,14,0,7,7.5
2022-09-01,187.63.4.150,Armacao de Buzios,gig01,202.16,22,0,22,13.1
2022-09-01,187.63.14.136,Arraial do Cabo,gig04,192.17,11,0,7,11.3
2022-09-01,189.1.53.133,Nova Friburgo,gig04,150.87,18,2,7,1.1
2022-09-01,187.63.12.241,Cabo Frio,gig03,37.28,26,3,12,14.1
2022-09-01,2804:5bc:4021:bc0:7459:8328:4089:8a6c,Nova Friburgo,gig02,47.44,13,2,5,9.7
2022-09-01,170.78.166.181,Armacao de Buzios,gig01,6.93,25,2,17,13.8
2022-09-01,2804:1e78:1001:2290:4435:f91a:16b2:e6a4,Nova Friburgo,gig01,45.48,41,1,8,0.2
2022-09-01,2804:5bc:9042:170:1456:f7c0:6529:96bf,Nova Friburgo,gig04,86.88,46,0,8,1.7
2022-09-01,187.63.13.110,Armacao de Buzios,gig03,34.38,26,1,14,8.7
2022-09-01,170.78.166.181,Armacao de Buzios,gig02,11.46,132,2,127,26.2
2022-09-01,170.78.166.230,Armacao de Buzios,gig03,12.78,52,2,16,15.6
2022-09-01,189.84.253.203,Armacao de Buzios,gig01,93.26,22,0,19,1.0
2022-09-01,187.63.13.227,Armacao de Buzios,gig03,92.73,25,1,13,0.0
2022-09-01,187.63.13.36,Armacao de Buzios,gig02,25.38,146,2,129,7.1
2022-09-01,2804:5bc:9042:170:1456:f7c0:6529:96bf,Nova Friburgo,gig01,85.83,37,1,9,2.6
2022-09-01,170.78.166.181,Armacao de Buzios,gig02,7.51,140,13,127,24.3
2022-09-01,189.84.248.221,Nova Friburgo,gig01,68.79,34,0,21,10.0
2022-09-02,187.63.14.78,Arraial do Cabo,gig02,0.16,299,160,146,8.8
2022-09-02,187.63.0.118,Armacao de Buzios,gig03,48.59,19,1,13,7.2
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,0.0,,,0,0.0
2022-09-02,187.63.14.194,Cabo Frio,gig01,24.32,20,0,20,0.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig02,0.39,181,36,128,26.9
2022-09-02,189.84.252.220,Armacao de Buzios,gig02,0.92,239,18,144,4.7
2022-09-02,189.84.248.157,Nova Friburgo,gig01,5.63,336,37,20,2.6
2022-09-02,187.63.4.150,Armacao de Buzios,gig01,207.37,22,0,22,12.8
2022-09-02,187.63.15.168,Teresopolis,gig02,16.01,131,1,128,24.7
2022-09-02,2804:5bc:4022:1600:4d18:91e5:4231:b2a,Nova Friburgo,gig04,76.62,11,0,6,9.2
2022-09-02,2804:1e78:1104:5e0:8917:1f1:eba7:6f7e,Nova Friburgo,gig01,92.49,17,0,6,0.0
2022-09-02,2804:5bc:4022:1600:c01a:e024:85f8:2ad2,Nova Friburgo,gig01,12.56,42,2,9,7.8
2022-09-02,187.63.5.2,Armacao de Buzios,gig02,32.28,273,3,129,8.2
2022-09-02,187.63.13.179,Armacao de Buzios,gig03,27.05,54,5,14,2.9
2022-09-02,131.221.209.190,Rio das Ostras,gig04,61.68,10,1,7,6.2
2022-09-02,187.63.14.78,Arraial do Cabo,gig04,0.33,365,83,27,0.0
2022-09-02,2804:1e78:306:440:69f9:35a5:d612:938a,Campos dos Goytacazes,gig04,71.61,28,1,10,8.0
2022-09-02,187.63.4.150,Armacao de Buzios,gig04,251.0,28,0,6,12.9
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,0.0,,,0,0.0
2022-09-02,187.63.14.87,Arraial do Cabo,gig01,74.62,89,2,22,1.5
2022-09-02,189.84.252.220,Armacao de Buzios,gig02,4.82,144,4,130,10.2
2022-09-02,187.63.14.163,Arraial do Cabo,gig02,23.53,226,4,129,4.6
2022-09-02,187.63.14.87,Arraial do Cabo,gig04,45.38,10,0,8,0.0
2022-09-02,2804:5bc:4012:1c00:4d0b:ab2:5d75:9ac7,Nova Friburgo,gig02,74.2,26,1,5,0.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,6.46,99,103,8,6.5
2022-09-02,187.63.4.150,Armacao de Buzios,gig03,231.35,13,0,12,13.8
2022-09-02,187.63.14.23,Arraial do Cabo,gig03,36.66,25,3,14,6.1
2022-09-02,2804:5bc:9039:910:e8de:83fa:c293:608e,Nova Friburgo,gig03,4.51,74,11,15,3.5
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,32.05,24,1,12,7.3
2022-09-02,189.1.53.212,Nova Friburgo,gig01,8.15,67,1,25,0.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,276.03,50,4,13,0.5
2022-09-02,187.63.12.154,Cabo Frio,gig03,19.86,80,1,13,4.1
2022-09-02,189.84.249.148,Nova Friburgo,gig04,1.24,19,1,8,24.8
2022-09-02,187.63.14.217,Arraial do Cabo,gig01,21.01,58,0,22,0.0
2022-09-02,187.63.4.150,Armacao de Buzios,gig04,233.91,7,0,6,13.5
2022-09-02,187.63.4.150,Armacao de Buzios,gig01,220.59,22,0,21,12.4
2022-09-02,189.1.54.148,Nova Friburgo,gig01,149.72,28,1,24,22.4
2022-09-02,187.63.14.87,Arraial do Cabo,gig01,8.72,38,26,23,1.1
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,3.43,195,8,24,3.2
2022-09-02,170.78.166.152,Armacao de Buzios,gig03,84.62,14,0,12,1.7
2022-09-02,189.84.242.5,Nova Friburgo,gig02,69.14,138,0,126,14.2
2022-09-02,170.78.166.152,Armacao de Buzios,gig04,91.76,10,0,7,2.2
2022-09-02,189.84.249.30,Rio das Ostras,gig04,37.19,56,1,9,2.5
2022-09-02,2804:1e78:306:440:69f9:35a5:d612:938a,Campos dos Goytacazes,gig02,71.15,27,1,10,7.8
2022-09-02,2804:1e78:1103:e20:590c:d677:fd97:b1c2,Nova Friburgo,gig04,0.64,271,68,7,7.1
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,15.46,148,4,21,15.3
2022-09-02,2804:1e78:306:440:69f9:35a5:d612:938a,Campos dos Goytacazes,gig01,60.43,38,1,12,1.9
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,0.39,472,92,43,0.3
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,5.02,32,4,9,2.5
2022-09-02,187.63.14.150,Arraial do Cabo,gig03,165.8,18,0,13,4.9
2022-09-02,187.63.14.87,Arraial do Cabo,gig03,243.04,22,2,14,8.0
2022-09-02,187.63.14.87,Arraial do Cabo,gig03,36.04,14,0,13,0.0
2022-09-02,189.1.54.184,Nova Friburgo,gig02,0.69,245,21,126,11.4
2022-09-02,2804:5bc:9039:910:e8de:83fa:c293:608e,Nova Friburgo,gig03,14.83,30,11,16,0.5
2022-09-02,170.78.166.153,Armacao de Buzios,gig04,69.96,23,0,11,8.2
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,23.89,40,1,19,12.0
2022-09-02,170.78.166.152,Armacao de Buzios,gig02,14.53,127,0,126,0.1
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,4.73,166,53,7,7.3
2022-09-02,189.1.53.133,Nova Friburgo,gig02,111.7,135,4,125,0.2
2022-09-02,2804:1e78:1102:4a50:e9d2:6428:f5bf:18,Nova Friburgo,gig03,0.99,206,8,13,15.0
2022-09-02,170.78.166.152,Armacao de Buzios,gig01,89.2,20,0,17,0.1
2022-09-02,177.107.237.205,Nova Friburgo,gig04,33.11,48,7,8,15.9
2022-09-02,187.63.15.168,Teresopolis,gig04,22.75,19,1,7,7.0
2022-09-02,2804:5bc:4000:c20:2c65:1a64:e7a5:2f74,Nova Friburgo,gig02,50.0,38,2,9,1.0
2022-09-02,187.63.13.110,Armacao de Buzios,gig04,217.45,25,0,8,0.1
2022-09-02,187.63.14.144,Arraial do Cabo,gig03,67.43,51,3,13,0.3
2022-09-02,189.1.53.57,Nova Friburgo,gig04,3.88,42,2,7,3.5
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,14.44,27,3,10,1.5
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,2.83,204,7,9,1.0
2022-09-02,187.63.14.117,Arraial do Cabo,gig03,78.8,36,1,13,9.2
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,12.21,125,63,13,2.1
2022-09-02,187.63.9.38,Petrópolis,gig04,20.48,11,1,8,14.0
2022-09-02,189.1.54.181,Nova Friburgo,gig03,18.79,17,2,12,6.6
2022-09-02,170.78.166.152,Armacao de Buzios,gig02,15.13,127,0,126,0.0
2022-09-02,187.63.4.150,Armacao de Buzios,gig01,20.1,73,3,24,13.7
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,17.39,26,1,8,7.1
2022-09-02,2804:1e78:1103:e20:590c:d677:fd97:b1c2,Nova Friburgo,gig03,1.4,274,125,12,3.6
2022-09-02,187.63.13.99,Armacao de Buzios,gig04,249.95,33,1,7,0.4
2022-09-02,131.221.210.255,Teresopolis,gig04,37.13,38,1,9,12.1
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,4.38,105,6,22,0.7
2022-09-02,189.84.249.148,Nova Friburgo,gig02,43.67,126,0,126,18.9
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,6.1,14,4,8,10.7
2022-09-02,189.1.53.255,Nova Friburgo,gig01,279.83,24,1,20,15.5
2022-09-02,187.63.15.59,Teresopolis,gig02,6.78,133,1,129,17.4
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,10.35,31,4,8,12.5
2022-09-02,2804:5bc:4026:780::ff8,Nova Friburgo,gig02,28.9,288,6,6,0.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig04,4.84,236,16,10,3.7
2022-09-02,2804:5bc:9038:200:4503:db53:f01f:1c63,Nova Friburgo,gig01,24.32,29,1,9,0.2
2022-09-02,187.63.4.150,Armacao de Buzios,gig03,238.24,12,0,12,13.8
2022-09-02,187.63.9.38,Petrópolis,gig04,20.05,18,2,8,17.9
2022-09-02,177.107.237.205,Nova Friburgo,gig03,4.94,24,3,13,21.4
2022-09-02,187.63.12.128,Cabo Frio,gig02,12.16,128,0,127,8.8
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,14.61,25,1,20,7.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,1.76,60,11,24,0.4
2022-09-02,187.63.4.150,Armacao de Buzios,gig01,108.01,37,1,21,16.6
2022-09-02,187.63.14.55,Arraial do Cabo,gig02,114.51,131,0,128,0.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,0.35,83,30,21,23.9
2022-09-02,170.78.166.153,Armacao de Buzios,gig03,90.34,26,0,12,3.2
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,8.26,94,3,16,4.1
2022-09-02,187.63.9.38,Petrópolis,gig04,8.1,11,1,8,18.2
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,30.42,89,59,22,10.6
2022-09-02,2804:5bc:4022:1600:4d18:91e5:4231:b2a,Nova Friburgo,gig01,35.7,35,1,9,0.1
2022-09-02,187.63.12.128,Cabo Frio,gig03,27.0,32,1,12,9.1
2022-09-02,189.84.249.148,Nova Friburgo,gig01,0.0,,,0,0.0
2022-09-02,187.63.14.55,Arraial do Cabo,gig02,18.67,133,2,129,18.5
2022-09-02,187.63.4.150,Armacao de Buzios,gig01,206.24,22,0,21,13.1
2022-09-02,187.63.14.6,Arraial do Cabo,gig03,11.71,67,2,14,3.4
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,12.26,58,3,15,3.4
2022-09-02,187.63.9.186,Petrópolis,gig03,83.67,16,1,14,8.7
2022-09-02,189.84.252.220,Armacao de Buzios,gig03,1.35,236,49,17,12.0
2022-09-02,187.63.14.87,Arraial do Cabo,gig04,168.61,73,4,8,0.3
2022-09-02,187.63.14.78,Arraial do Cabo,gig02,0.3,654,491,141,11.8
2022-09-02,187.63.13.110,Armacao de Buzios,gig03,41.28,39,1,13,7.3
2022-09-02,187.63.14.78,Arraial do Cabo,gig04,1.49,2499,1959,100,0.0
2022-09-02,2804:5bc:9039:910:ad2d:500a:cd08:b085,Nova Friburgo,gig01,22.88,84,2,11,0.7
2022-09-02,189.1.54.184,Nova Friburgo,gig03,1.95,122,22,15,2.8
2022-09-02,187.63.4.150,Armacao de Buzios,gig02,113.52,128,0,127,7.1
2022-09-02,187.63.12.3,Cabo Frio,gig02,45.63,286,1,128,0.0
2022-09-02,187.63.4.150,Armacao de Buzios,gig02,104.55,128,0,128,8.6
2022-09-02,187.63.14.87,Arraial do Cabo,gig03,232.12,23,3,14,10.0
2022-09-02,2804:1e78:602:8d0:790e:6ffa:8503:d9a,Rio das Ostras,gig04,27.65,111,4,9,0.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,31.94,29,1,24,11.5
2022-09-02,187.63.12.131,Cabo Frio,gig03,209.55,25,0,13,10.6
2022-09-02,2804:1e78:1103:e20:590c:d677:fd97:b1c2,Nova Friburgo,gig01,0.75,96,30,17,6.5
2022-09-02,187.63.4.150,Armacao de Buzios,gig03,229.1,12,0,12,15.7
2022-09-02,187.63.4.150,Armacao de Buzios,gig01,194.68,20,0,19,18.0
2022-09-02,189.84.252.220,Armacao de Buzios,gig01,17.85,68,6,20,8.0
2022-09-02,187.63.15.168,Teresopolis,gig02,17.85,132,0,127,16.4
2022-09-03,177.107.234.24,Nova Friburgo,gig01,1.64,106,22,14,19.3
2022-09-03,189.1.48.202,Carapebus,gig01,29.08,169,2,25,5.9
2022-09-03,2804:5bc:9020:d90:14fe:ca77:dcb5:ebf6,Nova Friburgo,gig04,20.12,43,2,7,1.2
2022-09-03,2804:5bc:9020:d90:3daa:fb58:84e6:7004,Nova Friburgo,gig04,14.18,18,2,7,0.2
2022-09-03,170.78.166.153,Armacao de Buzios,gig01,26.68,25,3,14,10.1
2022-09-03,189.1.56.155,Nova Friburgo,gig04,167.5,6,0,6,15.5
2022-09-03,2804:1e78:1103:a80:4c4e:5823:e8d3:7e4e,Nova Friburgo,gig04,1.38,86,15,15,6.1
2022-09-03,189.84.244.235,Nova Friburgo,gig04,35.56,58,3,8,0.1
2022-09-03,189.1.55.59,Nova Friburgo,gig02,57.78,127,0,125,16.2
2022-09-03,187.63.3.134,Armacao de Buzios,gig01,20.44,59,8,23,1.2
2022-09-03,170.78.166.153,Armacao de Buzios,gig04,7.21,35,12,8,1.0
2022-09-03,177.107.231.59,Nova Friburgo,gig02,70.91,163,0,127,12.2
2022-09-03,187.63.13.239,Armacao de Buzios,gig01,216.66,52,1,21,5.4
2022-09-03,187.63.12.186,Cabo Frio,gig01,30.74,35,0,24,13.6
2022-09-03,170.78.165.28,Rio de Janeiro,gig04,9.0,32,1,9,0.7
2022-09-03,187.63.12.158,Cabo Frio,gig01,92.78,63,1,22,0.0
2022-09-03,189.84.248.160,Nova Friburgo,gig03,0.1,1464,637,39,2.2
2022-09-03,189.1.54.189,Nova Friburgo,gig04,12.72,271,23,6,0.2
2022-09-03,189.84.244.235,Nova Friburgo,gig04,5.58,44,8,8,0.1
2022-09-03,2804:1e78:307:640:2c15:da96:c0c9:c4db,Campos dos Goytacazes,gig01,71.26,30,1,14,8.6
2022-09-03,2804:1e78:307:640:2c15:da96:c0c9:c4db,Campos dos Goytacazes,gig03,71.68,30,0,17,6.6
2022-09-03,2804:5bc:9020:d90:14fe:ca77:dcb5:ebf6,Nova Friburgo,gig04,18.93,352,27,6,1.6
2022-09-03,187.63.12.195,Cabo Frio,gig02,6.74,133,2,130,23.7
2022-09-03,177.107.234.24,Nova Friburgo,gig01,2.15,76,17,14,11.0
2022-09-03,187.63.15.206,Teresopolis,gig01,56.46,43,5,20,13.4
2022-09-03,177.107.239.147,Rio de Janeiro,gig04,128.23,9,1,7,0.1
2022-09-03,177.107.234.24,Nova Friburgo,gig03,3.01,106,11,13,0.8
2022-09-03,187.63.13.179,Armacao de Buzios,gig03,34.75,26,6,13,4.0
2022-09-03,177.107.234.24,Nova Friburgo,gig04,10.1,19,2,7,0.9
2022-09-03,2804:5bc:9020:d90:3daa:fb58:84e6:7004,Nova Friburgo,gig04,23.6,37,4,6,0.2
2022-09-03,170.78.166.153,Armacao de Buzios,gig02,4.08,128,1,126,9.6
2022-09-03,187.63.14.163,Arraial do Cabo,gig02,2.0,312,16,130,4.2
2022-09-03,170.78.165.28,Rio de Janeiro,gig04,31.7,29,1,8,0.1
2022-09-03,2804:5bc:400c:600:5584:8b0e:cb93:cac6,Nova Friburgo,gig01,24.96,108,7,7,14.1
2022-09-03,177.107.234.24,Nova Friburgo,gig04,7.48,177,6,6,0.9
2022-09-03,187.63.13.255,Armacao de Buzios,gig02,103.99,128,0,127,0.0
2022-09-03,187.63.12.186,Cabo Frio,gig03,20.35,22,5,13,20.4
2022-09-03,187.63.12.186,Cabo Frio,gig03,44.64,16,1,13,16.9
2022-09-03,2804:1e78:1102:d1c0:48b2:136a:603a:2307,Nova Friburgo,gig02,2.86,97,10,5,2.5
2022-09-03,189.84.244.235,Nova Friburgo,gig01,2.64,177,22,23,1.2
2022-09-03,170.78.165.28,Rio de Janeiro,gig02,6.08,280,6,127,11.6
2022-09-03,177.107.234.24,Nova Friburgo,gig03,0.29,1277,280,30,1.1
2022-09-03,189.1.53.114,Nova Friburgo,gig04,6.27,55,13,35,2.7
2022-09-03,177.107.234.24,Nova Friburgo,gig01,7.24,132,19,15,1.3
2022-09-03,189.84.247.244,Nova Friburgo,gig04,84.37,10,1,6,0.9
2022-09-03,2804:5bc:9020:d90:14fe:ca77:dcb5:ebf6,Nova Friburgo,gig04,0.18,634,83,7,7.3
2022-09-03,170.78.165.28,Rio de Janeiro,gig02,6.9,223,7,129,20.8
2022-09-03,170.78.166.153,Armacao de Buzios,gig02,57.34,128,0,126,18.0
2022-09-03,187.63.14.84,Arraial do Cabo,gig01,76.05,30,1,21,12.1
2022-09-03,189.84.248.160,Nova Friburgo,gig01,0.43,270,226,27,0.4
2022-09-03,189.1.54.90,Nova Friburgo,gig03,40.65,55,0,13,7.7
2022-09-03,131.221.211.189,Teresopolis,gig04,25.84,57,2,7,6.2
2022-09-03,170.78.166.153,Armacao de Buzios,gig02,65.77,129,0,127,13.7
2022-09-03,2804:1e78:1001:df0:1960:7a5b:5e4e:10ae,Nova Friburgo,gig03,1.81,94,23,36,21.8
2022-09-03,189.84.252.220,Armacao de Buzios,gig03,53.35,62,4,13,12.8
2022-09-03,187.63.14.89,Arraial do Cabo,gig03,5.67,339,25,13,1.1
2022-09-03,170.78.165.28,Rio de Janeiro,gig03,1.05,508,124,16,4.2
2022-09-03,170.78.165.28,Rio de Janeiro,gig04,8.36,96,9,8,0.2
2022-09-03,177.107.234.24,Nova Friburgo,gig01,0.37,64,33,17,23.5
2022-09-03,177.107.231.59,Nova Friburgo,gig01,2.1,178,5,22,0.6
2022-09-03,170.78.166.153,Armacao de Buzios,gig01,34.22,101,1,14,8.7
2022-09-03,189.84.248.160,Nova Friburgo,gig03,7.44,93,2,13,1.1
2022-09-03,187.63.14.89,Arraial do Cabo,gig02,15.0,214,8,131,5.9
2022-09-03,2804:1e78:602:8d0:790e:6ffa:8503:d9a,Rio das Ostras,gig04,0.26,63,66,10,0.9
2022-09-03,189.84.248.160,Nova Friburgo,gig02,0.67,351,77,135,0.6
